study_accession	tax_id	study_alias	submission_accession	library_strategy	run_accession	fastq_ftp	study_title
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085861	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/061/SRR11085861/SRR11085861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/061/SRR11085861/SRR11085861_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1048612	ChIP-Seq	SRR11190788	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/088/SRR11190788/SRR11190788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/088/SRR11190788/SRR11190788_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085868	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/068/SRR11085868/SRR11085868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/068/SRR11085868/SRR11085868_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1042708	Hi-C	SRR11085872	ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/072/SRR11085872/SRR11085872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR110/072/SRR11085872/SRR11085872_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA606649	8364	PRJNA606649	SRA1048612	ChIP-Seq	SRR11190790	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/090/SRR11190790/SRR11190790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/090/SRR11190790/SRR11190790_2.fastq.gz	Chromatin architecture dynamics during embryo development in Xenopus tropicalis
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122334	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/034/SRR11122334/SRR11122334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/034/SRR11122334/SRR11122334_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA612063	8364	GSE146830	SRA1054068	ATAC-seq	SRR11292378	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/078/SRR11292378/SRR11292378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/078/SRR11292378/SRR11292378_2.fastq.gz	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors
PRJNA612063	8364	GSE146830	SRA1054068	ATAC-seq	SRR11292385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/085/SRR11292385/SRR11292385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/085/SRR11292385/SRR11292385_2.fastq.gz	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors
PRJNA612063	8364	GSE146830	SRA1054068	ATAC-seq	SRR11292392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/092/SRR11292392/SRR11292392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/092/SRR11292392/SRR11292392_2.fastq.gz	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/038/SRR11122338/SRR11122338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/038/SRR11122338/SRR11122338_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/039/SRR11122339/SRR11122339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/039/SRR11122339/SRR11122339_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA612063	8364	GSE146830	SRA1054068	ATAC-seq	SRR11292394	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/094/SRR11292394/SRR11292394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/094/SRR11292394/SRR11292394_2.fastq.gz	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors
PRJNA607864	8364	GSE145619	SRA1045163	ATAC-seq	SRR11122343	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/043/SRR11122343/SRR11122343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/043/SRR11122343/SRR11122343_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA612063	8364	GSE146830	SRA1054068	ATAC-seq	SRR11292401	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/001/SRR11292401/SRR11292401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/001/SRR11292401/SRR11292401_2.fastq.gz	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/047/SRR11122347/SRR11122347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/047/SRR11122347/SRR11122347_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA612063	8364	GSE146830	SRA1054068	ATAC-seq	SRR11292402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/002/SRR11292402/SRR11292402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/002/SRR11292402/SRR11292402_2.fastq.gz	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/048/SRR11122348/SRR11122348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/048/SRR11122348/SRR11122348_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA612063	8364	GSE146830	SRA1054068	ATAC-seq	SRR11292405	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/005/SRR11292405/SRR11292405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/005/SRR11292405/SRR11292405_2.fastq.gz	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122349	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/049/SRR11122349/SRR11122349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/049/SRR11122349/SRR11122349_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA612063	8364	GSE146830	SRA1054068	ATAC-seq	SRR11292406	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/006/SRR11292406/SRR11292406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/006/SRR11292406/SRR11292406_2.fastq.gz	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/051/SRR11122351/SRR11122351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/051/SRR11122351/SRR11122351_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA612063	8364	GSE146830	SRA1054068	ATAC-seq	SRR11292407	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/007/SRR11292407/SRR11292407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/007/SRR11292407/SRR11292407_2.fastq.gz	Chromatin accessibility dynamics and single cell RNA-Seq reveal new regulators of regeneration in neural progenitors
PRJNA625510	8364	GSE148726	SRA1065608	ChIP-Seq	SRR11549523	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/023/SRR11549523/SRR11549523.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122354	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/054/SRR11122354/SRR11122354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/054/SRR11122354/SRR11122354_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	ChIP-Seq	SRR11549524	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/024/SRR11549524/SRR11549524.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549535	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/035/SRR11549535/SRR11549535.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122358	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/058/SRR11122358/SRR11122358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/058/SRR11122358/SRR11122358_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122359	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/059/SRR11122359/SRR11122359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/059/SRR11122359/SRR11122359_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549538	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/038/SRR11549538/SRR11549538.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122360	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/060/SRR11122360/SRR11122360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/060/SRR11122360/SRR11122360_2.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549539	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/039/SRR11549539/SRR11549539.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122363	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/063/SRR11122363/SRR11122363.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549545	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/045/SRR11549545/SRR11549545.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122364	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/064/SRR11122364/SRR11122364.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549548	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/048/SRR11549548/SRR11549548.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122365	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/065/SRR11122365/SRR11122365.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549549	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/049/SRR11549549/SRR11549549.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549551	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/051/SRR11549551/SRR11549551.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122369	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/069/SRR11122369/SRR11122369.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549553	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/053/SRR11549553/SRR11549553.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122370	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/070/SRR11122370/SRR11122370.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/055/SRR11549555/SRR11549555.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549558	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/058/SRR11549558/SRR11549558.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122372	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/072/SRR11122372/SRR11122372.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549559	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/059/SRR11549559/SRR11549559.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122375	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/075/SRR11122375/SRR11122375.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549566	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/066/SRR11549566/SRR11549566.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/071/SRR11549571/SRR11549571.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122376	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/076/SRR11122376/SRR11122376.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549574	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/074/SRR11549574/SRR11549574.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122377	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/077/SRR11122377/SRR11122377.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA625510	8364	GSE148726	SRA1065608	RNA-Seq	SRR11549576	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/076/SRR11549576/SRR11549576.fastq.gz	Sox17 and ß-catenin co-occupy Wnt-responsive enhancers to govern the endodermal gene regulatory network
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/084/SRR11122384/SRR11122384.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA627066	8364	PRJNA627066	SRA1067926	RNA-Seq	SRR11586861	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/061/SRR11586861/SRR11586861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/061/SRR11586861/SRR11586861_2.fastq.gz	Xenopus tropicalis Raw sequence reads
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122390	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/090/SRR11122390/SRR11122390.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA627066	8364	PRJNA627066	SRA1067926	RNA-Seq	SRR11586862	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/062/SRR11586862/SRR11586862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/062/SRR11586862/SRR11586862_2.fastq.gz	Xenopus tropicalis Raw sequence reads
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122393	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/093/SRR11122393/SRR11122393.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA627066	8364	PRJNA627066	SRA1067926	RNA-Seq	SRR11586864	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/064/SRR11586864/SRR11586864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/064/SRR11586864/SRR11586864_2.fastq.gz	Xenopus tropicalis Raw sequence reads
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122394	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/094/SRR11122394/SRR11122394.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122399	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/099/SRR11122399/SRR11122399.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA627066	8364	PRJNA627066	SRA1067926	RNA-Seq	SRR11586865	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/065/SRR11586865/SRR11586865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/065/SRR11586865/SRR11586865_2.fastq.gz	Xenopus tropicalis Raw sequence reads
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/000/SRR11122400/SRR11122400.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA628999	8364	GSE149538	SRA1070177	RNA-Seq	SRR11635834	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/034/SRR11635834/SRR11635834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/034/SRR11635834/SRR11635834_2.fastq.gz	Neurodevelopmental disorder risk gene DYRK1A is required for ciliogenesis and brain size in Xenopus embryos
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122401	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/001/SRR11122401/SRR11122401.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122402	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/002/SRR11122402/SRR11122402.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA628999	8364	GSE149538	SRA1070177	RNA-Seq	SRR11635835	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/035/SRR11635835/SRR11635835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/035/SRR11635835/SRR11635835_2.fastq.gz	Neurodevelopmental disorder risk gene DYRK1A is required for ciliogenesis and brain size in Xenopus embryos
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122403	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/003/SRR11122403/SRR11122403.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA628999	8364	GSE149538	SRA1070177	RNA-Seq	SRR11635836	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/036/SRR11635836/SRR11635836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/036/SRR11635836/SRR11635836_2.fastq.gz	Neurodevelopmental disorder risk gene DYRK1A is required for ciliogenesis and brain size in Xenopus embryos
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122407	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/007/SRR11122407/SRR11122407.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122410	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/010/SRR11122410/SRR11122410.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122412	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/012/SRR11122412/SRR11122412.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA628999	8364	GSE149538	SRA1070177	RNA-Seq	SRR11635837	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/037/SRR11635837/SRR11635837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/037/SRR11635837/SRR11635837_2.fastq.gz	Neurodevelopmental disorder risk gene DYRK1A is required for ciliogenesis and brain size in Xenopus embryos
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122415	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/015/SRR11122415/SRR11122415.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122418	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/018/SRR11122418/SRR11122418.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA632559	8364	GSE150487	SRA1075137	RNA-Seq	SRR11785015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/015/SRR11785015/SRR11785015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/015/SRR11785015/SRR11785015_2.fastq.gz	RNA sequencing of wild-type and TRa (-/-) intestine with and without T3 Treatment.
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122420	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/020/SRR11122420/SRR11122420.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA632559	8364	GSE150487	SRA1075137	RNA-Seq	SRR11785016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/016/SRR11785016/SRR11785016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/016/SRR11785016/SRR11785016_2.fastq.gz	RNA sequencing of wild-type and TRa (-/-) intestine with and without T3 Treatment.
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122424	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/024/SRR11122424/SRR11122424.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA632559	8364	GSE150487	SRA1075137	RNA-Seq	SRR11785019	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/019/SRR11785019/SRR11785019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/019/SRR11785019/SRR11785019_2.fastq.gz	RNA sequencing of wild-type and TRa (-/-) intestine with and without T3 Treatment.
PRJNA607864	8364	GSE145619	SRA1045163	RNA-Seq	SRR11122429	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/029/SRR11122429/SRR11122429.fastq.gz	Combinatorial transcription factor activities on open chromatin induce embryonic heterogeneity in vertebrates
PRJNA632559	8364	GSE150487	SRA1075137	RNA-Seq	SRR11785023	ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/023/SRR11785023/SRR11785023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/023/SRR11785023/SRR11785023_2.fastq.gz	RNA sequencing of wild-type and TRa (-/-) intestine with and without T3 Treatment.
